Population,CO2 Combustion per EJ,Coal Consumption in EJ,Coal Production in EJ,Gas Consumption in EJ,Gas Production in EJ,HydEl Production in EJ,Nuclear Power Production in EJ,Oil Consumption in MTonnes,Oil Production in MTonnes,Solar Power Production in EJ,Wind Power Production in EJ,id,name,group
44.177969,56.861976103266,0.011178756132722,0.0,1.717254,3.6395320892334,8.7606342276558e-05,0.0,18.21379,58.2,0.0062549044378102,9.8910386441275e-05,0,Algeria,Africa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.120805520187,0.0,0.0,1,Angola,Africa
45.27678,53.120791762226,0.050588645040989,0.0,1.6536265118356,1.3899058103561,0.18508493900299,0.091929331421852,30.026095493825,29.084906072333,0.020748753100634,0.12187220156193,2,Argentina,S. & Cent. America
25.921089,64.598849495341,1.628787279129,11.890041351318,1.4367072578849,5.3359618186951,0.15018039941788,0.0,44.145542087626,18.420024024853,0.29384681582451,0.25241813063622,3,Australia,Asia Pacific
8.922082,40.236911241202,0.10776419192553,0.0,0.32449935047184,0.0,0.3650389611721,0.0,11.462628295192,0.0,0.026212213560939,0.063491441309452,4,Austria,Europe
10.312992,53.341125677648,5.5999998949119e-06,0.0,0.46142784,1.145099401474,0.012032213620842,0.0,5.2683,35.264,0.0005199860315769,0.0008609913638792,5,Azerbaijan,CIS
0.0,0.0,0.0,0.0,0.0,0.62021696567535,0.0,0.0,0.0,0.0,0.0,0.0,6,Bahrain,Middle East
169.356251,62.058245645432,0.1523195207119,0.0,1.1014520026992,0.84999525547028,0.0064232153818011,0.0,10.768490678523,0.0,0.0055364412255585,4.7863206418697e-05,7,Bangladesh,Asia Pacific
9.578168,51.852428290104,0.035630639642477,0.0,0.67542080682212,0.0,0.0032310727983713,0.052251517772675,7.6357670965264,0.0,0.0015970309032127,0.0017332901479676,8,Belarus,CIS
11.61142,42.703456958398,0.11140986531973,0.0,0.61058241,0.0,0.0039385175332427,0.45492014288902,28.240934,0.0,0.052922710776329,0.113017834723,9,Belgium,Europe
0.0,0.0,0.0,0.0,0.0,0.54538911581039,0.0,0.0,0.0,0.0,0.0,0.0,10,Bolivia,S. & Cent. America
214.326223,35.90971615111,0.71247059106827,0.12164611369371,1.4560722321718,0.87597638368607,3.4177632331848,0.13292108476162,110.7194214969,156.85632551537,0.15780711174011,0.68093657493591,11,Brazil,S. & Cent. America
0.0,0.0,0.0,0.0,0.0,0.4152495265007,0.0,0.0,0.0,5.2046292176268,0.0,0.0,12,Brunei,Asia Pacific
6.885868,52.419992791387,0.21926783025265,0.19927115738392,0.118872,0.0,0.045397087931633,0.14903211593628,4.758649,0.0,0.013815407641232,0.013504197821021,13,Bulgaria,Europe
38.155012,36.871915954791,0.49735900759697,1.2115230560303,4.2110325,6.2045540809631,3.6059367656708,0.83149081468582,94.796812554005,266.6188532655,0.048669811338186,0.32740971446037,14,Canada,North America
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1175191366906,0.0,0.0,15,Chad,Africa
19.493184,54.554532540063,0.29199999570847,0.0,0.245625488352,0.0,0.17024147510529,0.0,17.543423034612,0.0,0.10126727074385,0.071856968104839,16,Chile,S. & Cent. America
1425.893464,66.881533237244,87.535713195801,83.440711975098,13.689646017699,7.5316638946533,12.246047973633,3.6835675239563,691.6022,198.881,3.0803520679474,6.1776604652405,17,China,Asia Pacific
7.494578,73.712464299928,0.15287399291992,0.0,0.173716812,0.0,0.0,0.0,12.748075040714,0.0,0.0004920556093566,9.6649582701502e-06,18,China Hong Kong SAR,Asia Pacific
51.516562,46.798861854354,0.11325201392174,1.6965951919556,0.45455865397704,0.45239192247391,0.56987899541855,0.0,19.554701047767,38.78354978355,0.0030427661258727,0.0005696296575479,19,Colombia,S. & Cent. America
4.060135,43.53296845584,0.017389288172126,0.0,0.10170649999768,0.0,0.067143194377422,0.0,3.0169,0.0,0.0014026435092092,0.019422233104706,20,Croatia,Europe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Cuba,S. & Cent. America
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Curacao,S. & Cent. America
1.244188,67.441958811657,0.001727849827148,0.0,0.0,0.0,0.0,0.0,2.27267,0.0,0.0044117611832917,0.002321831882,23,Cyprus,Europe
10.51075,55.33522467315,0.54290521144867,0.44080492854118,0.3264993,0.0,0.02268835157156,0.27779233455658,9.361,0.0,0.020283980295062,0.0056664729490876,24,Czech Republic,Europe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Democratic Republic of Congo,Africa
5.85424,41.6928060293,0.0446382984519,0.0,0.085300960428292,0.052543979138136,0.0001534900802653,0.0,6.2928683892779,3.236752,0.012330159544945,0.1512336730957,26,Denmark,Europe
17.797737,47.287589834671,0.0019794532563537,0.0,0.020953454124096,0.0,0.24091377854347,0.0,11.283695028401,25.3448716163,0.0003473167598713,0.0005841365200467,27,Ecuador,S. & Cent. America
109.262178,57.888711995652,0.050810191780329,0.0,2.2380153884486,2.4407796859741,0.13456052541733,0.0,29.034,29.601363291726,0.047827314585447,0.050683438777924,28,Egypt,Africa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0828195432185,0.0,0.0,29,Equatorial Guinea,Africa
1.328701,75.642160302265,0.11432928591967,0.0,0.017507482,0.0,0.0002166608464904,0.0,1.3239829178082,0.0,0.0033346931450069,0.0069048870354891,30,Estonia,Europe
